question,1,2,3,4,prompt,prompt_answer,answer,correct answer,evaluation,justificacion
"Las células T reguladoras (CD4+, CD25+, FoxP3+) se encuentran con frecuencia en el infil-trado de tumores sólidos. Estas células:",Se consideran marcadores de buen pronóstico en el desarrollo del tumor.,Contribuyen a la defensa inmune antitumoral.,Producen interferón gamma que contribuye a la activación de linfocitos citotóxicos.,Producen interleucina-10 que contribuye a un microambiente tumoral inmunosupresor.,"Las células T reguladoras (CD4+, CD25+, FoxP3+) se encuentran con frecuencia en el infil-trado de tumores sólidos. Estas células: 
1) Se consideran marcadores de buen pronóstico en el desarrollo del tumor.
2) Contribuyen a la defensa inmune antitumoral.
3) Producen interferón gamma que contribuye a la activación de linfocitos citotóxicos.
4) Producen interleucina-10 que contribuye a un microambiente tumoral inmunosupresor. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'La interleucina-10 (IL-10) es una citoquina que tiene un papel importante en la inmunosupresión y en la regulación de la inflamación. Por lo tanto, su producción por parte de las células T reguladoras en un tumor puede contribuir a la creación de un ambiente inmunosupresor, favoreciendo la progresión del tumor'}",4,4,True,"La interleucina-10 (IL-10) es una citoquina que tiene un papel importante en la inmunosupresión y en la regulación de la inflamación. Por lo tanto, su producción por parte de las células T reguladoras en un tumor puede contribuir a la creación de un ambiente inmunosupresor, favoreciendo la progresión del tumor'}"
"El síndrome de hiper-IgM, una inmunodeficien-cia primaria asociada a diferentes mutaciones en las moléculas CD40 o su ligando CD40L, se ca-racteriza porque:",Los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero.,Presentan un defecto de la diferenciación de los linfocitos B en la médula ósea con aumento de linfocitos B inmaduros que expresan la ca-dena mu intracitoplasmática.,Existe un defecto en el proceso de colabora-ción entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas.,Existe un defecto en el proceso de reordena-miento de los genes V de las inmunoglobuli-nas.,"El síndrome de hiper-IgM, una inmunodeficien-cia primaria asociada a diferentes mutaciones en las moléculas CD40 o su ligando CD40L, se ca-racteriza porque: 
1) Los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero.
2) Presentan un defecto de la diferenciación de los linfocitos B en la médula ósea con aumento de linfocitos B inmaduros que expresan la ca-dena mu intracitoplasmática.
3) Existe un defecto en el proceso de colabora-ción entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas.
4) Existe un defecto en el proceso de reordena-miento de los genes V de las inmunoglobuli-nas.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': 'En el síndrome de hiper-IgM, los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero. Esto se debe a un defecto en el proceso de colaboración entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas.'}",1,3,False,"En el síndrome de hiper-IgM, los pacientes presentan niveles elevados de IgM mientras que mantienen niveles normales de IgG e IgA en suero. Esto se debe a un defecto en el proceso de colaboración entre linfocitos T y B necesario para el cambio de isotipo de las inmunoglobulinas.'}"
"Entre los avances en inmunoterapia antitumoral se incluye el uso de linfocitos T modificados para que expresen un receptor CAR ( chimeric anti gen receptor , receptor quimérico para el antí geno), denominados CAR-T. En relación con las células CAR-T para el tratamiento de linfomas y leuce-mias que expresan CD19, señale la respuesta INCORRECTA:","El elemento de reconocimiento del receptor CAR está basado en fragmentos variables de anticuerpos anti-CD19 ( single-chain variable fragments , scFvs).",El receptor CAR posee un dominio intracelular responsable de la transmisión de señales.,Entre los efectos secundarios graves de este tratamiento se encuentra el síndrome de libera-ción de citocinas.,El reconocimiento del antígeno por el receptor CAR depende de las moléculas de histocompa-tibilidad (HLA) clase I e n la célula tumoral.,"Entre los avances en inmunoterapia antitumoral se incluye el uso de linfocitos T modificados para que expresen un receptor CAR ( chimeric anti gen receptor , receptor quimérico para el antí geno), denominados CAR-T. En relación con las células CAR-T para el tratamiento de linfomas y leuce-mias que expresan CD19, señale la respuesta INCORRECTA: 
1) El elemento de reconocimiento del receptor CAR está basado en fragmentos variables de anticuerpos anti-CD19 ( single-chain variable fragments , scFvs).
2) El receptor CAR posee un dominio intracelular responsable de la transmisión de señales.
3) Entre los efectos secundarios graves de este tratamiento se encuentra el síndrome de libera-ción de citocinas.
4) El reconocimiento del antígeno por el receptor CAR depende de las moléculas de histocompa-tibilidad (HLA) clase I e n la célula tumoral.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': ""El reconocimiento del antígeno por el receptor CAR no depende de las moléculas de histocompatibilidad (HLA) clase I en la célula tumoral, sino directamente del antígeno CD19 expresado en la superficie de la célula tumoral. El elemento de reconocimiento del receptor CAR está basado en fragmentos variables de anticuerpos anti-CD19 (scFv), y el receptor CAR posee un dominio intracelular responsable de la transmisión de señales y entre los efectos secundarios graves de este tratamiento se encuentra el síndrome de liberación de citocinas.""}",4,4,True,"El reconocimiento del antígeno por el receptor CAR no depende de las moléculas de histocompatibilidad (HLA) clase I en la célula tumoral, sino directamente del antígeno CD19 expresado en la superficie de la célula tumoral. El elemento de reconocimiento del receptor CAR está basado en fragmentos variables de anticuerpos anti-CD19 (scFv), y el receptor CAR posee un dominio intracelular responsable de la transmisión de señales y entre los efectos secundarios graves de este tratamiento se encuentra el síndrome de liberación de citocinas.""}"
Apicultor de 50 años que presenta reacciones sistémicas graves (anafilaxia) tras picaduras de abejas y en quien se demuestra positividad al veneno de Apis mellifera  mediante pruebas cutá-neas en intradermorreacción e I gE específica en suero. ¿Qué tratamiento etiológico está indica-do?:,Entrenamiento del paciente en el empleo de autoinyectores de adrenalina.,"Educación del paciente en el uso de antihista-mínicos bucodispersables, broncodilatadores en aerosol presurizado y corticoides orales.",Inmunoterapia específica subcutánea con ex-tracto de Apis mellifera  al 100%.,Empleo de fármacos inmunomodulares tipo ciclosporina oral.,"Apicultor de 50 años que presenta reacciones sistémicas graves (anafilaxia) tras picaduras de abejas y en quien se demuestra positividad al veneno de Apis mellifera  mediante pruebas cutá-neas en intradermorreacción e I gE específica en suero. ¿Qué tratamiento etiológico está indica-do?: 
1) Entrenamiento del paciente en el empleo de autoinyectores de adrenalina.
2) Educación del paciente en el uso de antihista-mínicos bucodispersables, broncodilatadores en aerosol presurizado y corticoides orales.
3) Inmunoterapia específica subcutánea con ex-tracto de Apis mellifera  al 100%.
4) Empleo de fármacos inmunomodulares tipo ciclosporina oral.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'La inmunoterapia específica subcutánea con extracto de Apis mellifera es el tratamiento etiológico indicado para pacientes con sensibilización al veneno de abejas y reacciones sistémicas graves a las picaduras.'}",3,3,True,La inmunoterapia específica subcutánea con extracto de Apis mellifera es el tratamiento etiológico indicado para pacientes con sensibilización al veneno de abejas y reacciones sistémicas graves a las picaduras.'}
"En relación con la esofagitis eosinofílica, señale la afirmación INCORRECTA:",El diagnóstico de certeza se realiza mediante endoscopia digestiva alta y biopsia.,El tratamiento inicial es recomendar dieta de eliminación de aquellos alimentos en los que se demuestran reacciones  positivas in vivo o in vitro.,La inflamación subyacente indica un meca-nismo patogénico de hipersensibilidad Th1.,La inmunoterapia específica frente a los alér-genos respiratorios y alimentarios a los que se ha demostrado sensibilización es una práctica habitual.,"En relación con la esofagitis eosinofílica, señale la afirmación INCORRECTA: 
1) El diagnóstico de certeza se realiza mediante endoscopia digestiva alta y biopsia.
2) El tratamiento inicial es recomendar dieta de eliminación de aquellos alimentos en los que se demuestran reacciones  positivas in vivo o in vitro.
3) La inflamación subyacente indica un meca-nismo patogénico de hipersensibilidad Th1.
4) La inmunoterapia específica frente a los alér-genos respiratorios y alimentarios a los que se ha demostrado sensibilización es una práctica habitual. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': 'La esofagitis eosinofílica es una enfermedad inflamatoria crónica del esófago en la que se detecta una infiltración eosinofílica en la mucosa esofágica. El mecanismo patogénico implica una reacción inmune de hipersensibilidad tipo 2 (Th2) y no tipo 1 (Th1).'}",3,4,False,La esofagitis eosinofílica es una enfermedad inflamatoria crónica del esófago en la que se detecta una infiltración eosinofílica en la mucosa esofágica. El mecanismo patogénico implica una reacción inmune de hipersensibilidad tipo 2 (Th2) y no tipo 1 (Th1).'}
En una enfermedad genética con un patrón de herencia autosómico recesi vo el riesgo de la en-fermedad en una futura descendencia cuando ambos padres son portadores es:,25 % en cada embarazo independiente del sexo de la descendencia.,50 % en cada embarazo de un hijo varón.,50 % en cada embarazo de una hija mujer.,50 % en cada embarazo independiente del sexo de la descendencia.,"En una enfermedad genética con un patrón de herencia autosómico recesi vo el riesgo de la en-fermedad en una futura descendencia cuando ambos padres son portadores es: 
1) 25 % en cada embarazo independiente del sexo de la descendencia.
2) 50 % en cada embarazo de un hijo varón.
3) 50 % en cada embarazo de una hija mujer.
4) 50 % en cada embarazo independiente del sexo de la descendencia. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'La afirmación correcta es la opción 4: 50 % en cada embarazo independiente del sexo de la descendencia. En una enfermedad genética con un patrón de herencia autosómico recesivo, cada uno de los padres portadores tiene un 50% de probabilidades de transmitir el gen defectuoso a su descendencia. Por tanto, en cada embarazo hay un 50% de probabilidades de que el descendiente herede el gen defectuoso y desarrolle la enfermedad'}",4,1,False,"La afirmación correcta es la opción 4: 50 % en cada embarazo independiente del sexo de la descendencia. En una enfermedad genética con un patrón de herencia autosómico recesivo, cada uno de los padres portadores tiene un 50% de probabilidades de transmitir el gen defectuoso a su descendencia. Por tanto, en cada embarazo hay un 50% de probabilidades de que el descendiente herede el gen defectuoso y desarrolle la enfermedad'}"
En un determinado gen la secuencia de ADN se transcribe para formar el ARN maduro y e s t e  ARN maduro se traduce para formar la proteí-na. ¿A qué región (secuencia) de la estructura de un gen se denomina intrón?:,A la que inicia la transcripción para formar el ARN,A la que no está presente en el ARN maduro.,A la que se transcribe para estar presente en el ARN maduro y dar lugar a la proteína.,A la que regula la expresión del gen.,"En un determinado gen la secuencia de ADN se transcribe para formar el ARN maduro y e s t e  ARN maduro se traduce para formar la proteí-na. ¿A qué región (secuencia) de la estructura de un gen se denomina intrón?: 
1) A la que inicia la transcripción para formar el ARN
2) A la que no está presente en el ARN maduro.
3) A la que se transcribe para estar presente en el ARN maduro y dar lugar a la proteína.
4) A la que regula la expresión del gen. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'Los intrones son las regiones de un gen que se transcriben pero no están presentes en el ARN maduro y no son parte de la proteína final.'}",2,2,True,Los intrones son las regiones de un gen que se transcriben pero no están presentes en el ARN maduro y no son parte de la proteína final.'}
"Para establecer si el consumo habitual de ali-mentos ultraprocesados (e.g. embutidos) se aso-cia a ma yor ries go del síndrome de fra gilidad en adultos ma yores, se selecciona a 5.000 personas mayores de 70 años que viven en sus domicilios, se les pregunta por su dieta habitual y se identi-fica el consumo de ultraprocesados en cada uno de ellos. Se realiza un seguimiento durante 3 años para identificar quiénes desarrollan el sín-drome de fra gilidad por primera vez. Señale la respuesta correcta sobre el diseño de este estu-dio:","Es un estudio de cohortes, porque se sigue a sujetos clasificados según su exposición para identificar el riesgo de un problema de salud.","Es un ensayo de campo, porque se realiza con personas que no son pacientes.","Es un estudio ecológico, porque incluye a un grupo muy amplio de población.","Es un estudio de casos y controles, en el que los casos toman muchos alimentos ultraproce-sados y los controles toman muy pocos.","Para establecer si el consumo habitual de ali-mentos ultraprocesados (e.g. embutidos) se aso-cia a ma yor ries go del síndrome de fra gilidad en adultos ma yores, se selecciona a 5.000 personas mayores de 70 años que viven en sus domicilios, se les pregunta por su dieta habitual y se identi-fica el consumo de ultraprocesados en cada uno de ellos. Se realiza un seguimiento durante 3 años para identificar quiénes desarrollan el sín-drome de fra gilidad por primera vez. Señale la respuesta correcta sobre el diseño de este estu-dio: 
1) Es un estudio de cohortes, porque se sigue a sujetos clasificados según su exposición para identificar el riesgo de un problema de salud.
2) Es un ensayo de campo, porque se realiza con personas que no son pacientes.
3) Es un estudio ecológico, porque incluye a un grupo muy amplio de población.
4) Es un estudio de casos y controles, en el que los casos toman muchos alimentos ultraproce-sados y los controles toman muy pocos. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 1, 'justificación': 'Es un estudio de cohortes, porque se sigue a sujetos clasificados según su exposición para identificar el riesgo de un problema de salud. Se selecciona un grupo de personas con una característica (consumo de alimentos ultraprocesados) y se les sigue en el tiempo para observar quienes desarrollan el problema de salud (síndrome de fragilidad).'}",1,1,True,"Es un estudio de cohortes, porque se sigue a sujetos clasificados según su exposición para identificar el riesgo de un problema de salud. Se selecciona un grupo de personas con una característica (consumo de alimentos ultraprocesados) y se les sigue en el tiempo para observar quienes desarrollan el problema de salud (síndrome de fragilidad).'}"
"Sobre los errores sistemáticos en los estudios observacionales, señale la afirmación INCO-RRECTA:","Se clasifican en sesgos de selección, de infor-mación y de análisis.",Se pueden evitar aumentando el tamaño mues-tral.,Pueden modificar la magnitud del efecto inves-tigado.,Pueden afectar a la validez interna del estudio.,"Sobre los errores sistemáticos en los estudios observacionales, señale la afirmación INCO-RRECTA: 
1) Se clasifican en sesgos de selección, de infor-mación y de análisis.
2) Se pueden evitar aumentando el tamaño mues-tral.
3) Pueden modificar la magnitud del efecto inves-tigado.
4) Pueden afectar a la validez interna del estudio.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'Incrementar el tamaño muestral puede ayudar a reducir el error aleatorio, pero no necesariamente a evitar los errores sistemáticos, los cuales pueden tener una variedad de causas y requieren medidas específicas para ser identificados y corregidos.'}",2,2,True,"Incrementar el tamaño muestral puede ayudar a reducir el error aleatorio, pero no necesariamente a evitar los errores sistemáticos, los cuales pueden tener una variedad de causas y requieren medidas específicas para ser identificados y corregidos.'}"
El valor predictivo negativo de una prueba diag-nóstica es del 92 %. ¿Cómo debe interpretarse dicho resultado?:,"De cada 100 resultados negativos, 92 corres-ponderán a personas sanas.","De cada 100 personas sanas, en 92 de ellos el resultado de la prueba será negativo.","De cada 100 enfermos, en 8 de ellos el resulta-do de la prueba será negativo.","De cada 100 resultados positivos, 8 de ellos corresponderán a enfermos.","El valor predictivo negativo de una prueba diag-nóstica es del 92 %. ¿Cómo debe interpretarse dicho resultado?: 
1) De cada 100 resultados negativos, 92 corres-ponderán a personas sanas.
2) De cada 100 personas sanas, en 92 de ellos el resultado de la prueba será negativo.
3) De cada 100 enfermos, en 8 de ellos el resulta-do de la prueba será negativo.
4) De cada 100 resultados positivos, 8 de ellos corresponderán a enfermos.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'El valor predictivo negativo se refiere a la proporción de personas sanas en las cuales el resultado de la prueba es negativo. En este caso, el valor predictivo negativo del 92% significa que de cada 100 personas sanas, 92 de ellos tendrán un resultado negativo en la prueba.'}",2,1,False,"El valor predictivo negativo se refiere a la proporción de personas sanas en las cuales el resultado de la prueba es negativo. En este caso, el valor predictivo negativo del 92% significa que de cada 100 personas sanas, 92 de ellos tendrán un resultado negativo en la prueba.'}"
"El motivo por el que una intervención tiene un grado de recomendación ""fuerte"" en una guía de práctica clínica es que: ",Tiene más beneficios que riesgos.,Está basada en un alto  nivel de evidencia.,Tiene un bajo coste.,Es la preferida por los pacientes.,"El motivo por el que una intervención tiene un grado de recomendación ""fuerte"" en una guía de práctica clínica es que: 
1) Tiene más beneficios que riesgos.
2) Está basada en un alto  nivel de evidencia.
3) Tiene un bajo coste.
4) Es la preferida por los pacientes.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'Una intervención que tiene un grado de recomendación ""fuerte"" en una guía de práctica clínica, está basada en un alto nivel de evidencia científica, es decir, en estudios de alta calidad y en un gran número de pacientes, que han demostrado su eficacia y seguridad.'}",2,1,False,"Una intervención que tiene un grado de recomendación ""fuerte"" en una guía de práctica clínica, está basada en un alto nivel de evidencia científica, es decir, en estudios de alta calidad y en un gran número de pacientes, que han demostrado su eficacia y seguridad.'}"
¿En cuál de las si guientes enfermedades debemos aplicar precauciones de aislamiento por contacto y aire (aerosoles)?:,Sarampión.,Tuberculosis.,Norovirus.,Varicela.,"¿En cuál de las si guientes enfermedades debemos aplicar precauciones de aislamiento por contacto y aire (aerosoles)?: 
1) Sarampión.
2) Tuberculosis.
3) Norovirus.
4) Varicela.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': ""La tuberculosis es una enfermedad infecciosa causada por la bacteria Mycobacterium tuberculosis. Se transmite por contacto cercano y por inhalación de aerosoles, por lo que se deben aplicar precauciones de aislamiento por contacto y aire para evitar su propagación.""}",2,4,False,"La tuberculosis es una enfermedad infecciosa causada por la bacteria Mycobacterium tuberculosis. Se transmite por contacto cercano y por inhalación de aerosoles, por lo que se deben aplicar precauciones de aislamiento por contacto y aire para evitar su propagación.""}"
"En el diagrama de bosque ( forest plot ) que mues-tra los resultados de una revisión sistemática de estudios, el cuadrado que aparece al lado de cada estudio es:",El tamaño de cada estudio.,El estimador de interés (como el riesgo relati-vo) de cada estudio.,El intervalo de confianza del estimador de interés en cada estudio.,El peso de cada estudio cuando se realiza un metaanálisis de dichos estudios.,"En el diagrama de bosque ( forest plot ) que mues-tra los resultados de una revisión sistemática de estudios, el cuadrado que aparece al lado de cada estudio es: 
1) El tamaño de cada estudio.
2) El estimador de interés (como el riesgo relati-vo) de cada estudio.
3) El intervalo de confianza del estimador de interés en cada estudio.
4) El peso de cada estudio cuando se realiza un metaanálisis de dichos estudios.

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 3, 'justificación': ""El cuadrado que aparece al lado de cada estudio en un diagrama de bosque es el intervalo de confianza del estimador de interés (como el riesgo relativo) de cada estudio.""}",3,2,False,"El cuadrado que aparece al lado de cada estudio en un diagrama de bosque es el intervalo de confianza del estimador de interés (como el riesgo relativo) de cada estudio.""}"
En la valoración del riesgo de sesgo de un estudio epidemiológico se considera uno de los si guientes criterios:,Insuficiente tamaño muestral.,La excesiva amplitud del intervalo de confian-za del 95 % del principal resultado del estudio,La falta de significación estadística de los re-sultados.,Errores de medida en alguna de las principales variables.,"En la valoración del riesgo de sesgo de un estudio epidemiológico se considera uno de los si guientes criterios: 
1) Insuficiente tamaño muestral.
2) La excesiva amplitud del intervalo de confian-za del 95 % del principal resultado del estudio
3) La falta de significación estadística de los re-sultados.
4) Errores de medida en alguna de las principales variables. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 2, 'justificación': 'La excesiva amplitud del intervalo de confianza del 95% del principal resultado del estudio puede indicar un sesgo en el diseño del estudio o en la forma en que se recolectaron los datos. Sin embargo, la falta de significación estadística, errores de medida en alguna de las principales variables y el tamaño muestral insuficiente no son criterios para evaluar el riesgo de sesgo en un estudio epidemiológico.'}",2,4,False,"La excesiva amplitud del intervalo de confianza del 95% del principal resultado del estudio puede indicar un sesgo en el diseño del estudio o en la forma en que se recolectaron los datos. Sin embargo, la falta de significación estadística, errores de medida en alguna de las principales variables y el tamaño muestral insuficiente no son criterios para evaluar el riesgo de sesgo en un estudio epidemiológico.'}"
"La me jor estrate gia preventiva para ralentizar la progresión de la enfermedad en un fumador diagnosticado de EPOC es lo grar el ob jetivo de cesación tabáquica. La si guiente medida NO se incluye en los protocolos actuales de primera elección para el tratami ento de refuerzo de la abstención tabáquica, porque faltan estudios demostrativos sobre su eficacia clínica y seguri-dad:",Parche cutáneo de nicotina.,Bupropión.,Vareniclina.,Cigarrillo electrónico.,"La me jor estrate gia preventiva para ralentizar la progresión de la enfermedad en un fumador diagnosticado de EPOC es lo grar el ob jetivo de cesación tabáquica. La si guiente medida NO se incluye en los protocolos actuales de primera elección para el tratami ento de refuerzo de la abstención tabáquica, porque faltan estudios demostrativos sobre su eficacia clínica y seguri-dad: 
1) Parche cutáneo de nicotina.
2) Bupropión.
3) Vareniclina.
4) Cigarrillo electrónico. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'La medida propuesta es el uso del cigarrillo electrónico, el cual aún no ha sido suficientemente estudiado en cuanto a su eficacia y seguridad en el tratamiento de la abstinencia tabáquica, por lo que no es considerado una opción de primera elección en los protocolos actuales.'}",4,4,True,"La medida propuesta es el uso del cigarrillo electrónico, el cual aún no ha sido suficientemente estudiado en cuanto a su eficacia y seguridad en el tratamiento de la abstinencia tabáquica, por lo que no es considerado una opción de primera elección en los protocolos actuales.'}"
Las vacunas conjugadas:,Son vacunas de virus y bacterias combinadas para hacerlas menos inmunógenas y que pro-voquen menos efectos secundarios.,Son vacunas de virus enteros conjugadas con un polisacárido para poder  combinarlas y hacer la trivalente o tetravalente vírica.,Son vacunas bacterianas conjugadas con un polisacárido para poder combinarlas y hacer vacunas penta o hexavalentes.,Son vacunas polisacáridas conjugadas con una proteína para hacerla dependiente de linfocitos T y lograr memoria inmunológica a largo pla-zo.,"Las vacunas conjugadas: 
1) Son vacunas de virus y bacterias combinadas para hacerlas menos inmunógenas y que pro-voquen menos efectos secundarios.
2) Son vacunas de virus enteros conjugadas con un polisacárido para poder  combinarlas y hacer la trivalente o tetravalente vírica.
3) Son vacunas bacterianas conjugadas con un polisacárido para poder combinarlas y hacer vacunas penta o hexavalentes.
4) Son vacunas polisacáridas conjugadas con una proteína para hacerla dependiente de linfocitos T y lograr memoria inmunológica a largo pla-zo. 

Contesta con el siguiente formato: {'respuesta': <NÚMERO DE LA RESPUESTA>, 'justificación': <JUSTIFICACIÓN>}","{'respuesta': 4, 'justificación': 'Las vacunas conjugadas son vacunas polisacáridas conjugadas con una proteína para hacerla dependiente de linfocitos T y lograr memoria inmunológica a largo plazo.'}",4,4,True,Las vacunas conjugadas son vacunas polisacáridas conjugadas con una proteína para hacerla dependiente de linfocitos T y lograr memoria inmunológica a largo plazo.'}
